       x0    y0  ntremor  t_lin_lin_EW  t_lin_pow_EW  t_lin_PWS_EW  t_lin_lin_NS  t_lin_pow_NS  t_lin_PWS_NS  t_pow_lin_EW  t_pow_pow_EW  t_pow_PWS_EW  t_pow_lin_NS  t_pow_pow_NS  t_pow_PWS_NS  t_PWS_lin_EW  t_PWS_pow_EW  t_PWS_PWS_EW  t_PWS_lin_NS  t_PWS_pow_NS  t_PWS_PWS_NS  t_lin_lin_EW_cluster  t_lin_pow_EW_cluster  t_lin_PWS_EW_cluster  t_lin_lin_NS_cluster  t_lin_pow_NS_cluster  t_lin_PWS_NS_cluster  t_pow_lin_EW_cluster  t_pow_pow_EW_cluster  t_pow_PWS_EW_cluster  t_pow_lin_NS_cluster  t_pow_pow_NS_cluster  t_pow_PWS_NS_cluster  t_PWS_lin_EW_cluster  t_PWS_pow_EW_cluster  t_PWS_PWS_EW_cluster  t_PWS_lin_NS_cluster  t_PWS_pow_NS_cluster  t_PWS_PWS_NS_cluster  cc_lin_lin_EW_cluster  cc_lin_pow_EW_cluster  cc_lin_PWS_EW_cluster  cc_lin_lin_NS_cluster  cc_lin_pow_NS_cluster  cc_lin_PWS_NS_cluster  cc_pow_lin_EW_cluster  cc_pow_pow_EW_cluster  cc_pow_PWS_EW_cluster  cc_pow_lin_NS_cluster  cc_pow_pow_NS_cluster  cc_pow_PWS_NS_cluster  cc_PWS_lin_EW_cluster  cc_PWS_pow_EW_cluster  cc_PWS_PWS_EW_cluster  cc_PWS_lin_NS_cluster  cc_PWS_pow_NS_cluster  cc_PWS_PWS_NS_cluster
87   15.0  -5.0        7          5.55          4.95          4.95          5.75          5.75          5.75          5.55          5.55          5.55          5.75          5.75          5.75          5.55          5.55          5.55          5.75          5.75          5.75                  5.55                  4.95                  5.55                  5.75                  5.75                  5.75                  5.55                  5.55                  5.55                  5.75                  5.75                  5.75                  5.55                  5.55                  5.55                  5.75                  5.75                  5.75               0.046594               0.130629               0.046391               0.050950               0.145587               0.045881               0.258452               0.985691               0.308958               0.337572               1.215340               0.410769               0.025323               0.072771               0.025079               0.036325               0.101250               0.035904
88   15.0   0.0        7          6.15          5.35          5.50          7.45          7.45          4.30          6.45          6.15          6.15          6.30          6.30          4.30          6.45          6.45          6.25          6.30          6.30          6.30                  6.25                  6.25                  6.25                  6.30                  6.30                  6.30                  6.25                  6.25                  6.25                  6.30                  6.30                  6.30                  6.25                  6.25                  6.25                  7.60                  7.60                  7.60               0.171316               0.171316               0.171316               0.091112               0.091112               0.091112               1.059705               1.059705               1.059705               0.488268               0.488268               0.488268               0.106601               0.106601               0.106601               0.030312               0.030312               0.030312
89   15.0   5.0        3          6.45          6.45          6.45          6.60          6.60          6.60          6.60          6.60          6.45          6.60          6.60          6.60          6.60          6.60          6.60          6.65          6.60          6.65                  5.50                  5.50                  5.50                  7.35                  7.05                  7.35                  6.60                  6.60                  6.60                  6.30                  6.60                  7.55                  6.60                  6.60                  6.60                  6.65                  5.75                  7.35               0.040196               0.080368               0.037283               0.040872               0.066713               0.040872               0.287301               0.569928               0.240441               0.244242               0.377992               0.229737               0.019907               0.037271               0.016998               0.019824               0.030209               0.014698
90   15.0  10.0        4          6.15          6.15          5.35          3.80          6.55          6.55          6.80          6.15          6.15          3.80          6.90          6.90          4.70          6.15          6.70          3.80          3.80          3.80                  3.30                  3.85                  3.30                  4.35                  3.80                  4.35                  3.30                  2.80                  6.80                  4.35                  5.25                  5.25                  3.40                  2.80                  3.40                  3.60                  3.80                  3.60               0.036473               0.094115               0.036473               0.055289               0.121663               0.055289               0.272370               0.435985               0.220029               0.440699               0.419048               0.205812               0.019121               0.023272               0.019121               0.065017               0.042465               0.065017
91   15.0  15.0        6          5.85          6.25          4.80          5.50          5.50          5.50          5.85          5.85          5.85          5.50          5.50          5.50          5.85          5.85          4.85          3.95          3.80          3.80                  5.85                  5.65                  6.75                  2.80                  2.80                  2.80                  3.55                  5.65                  7.20                  2.80                  2.80                  4.35                  3.55                  5.30                  7.20                  3.60                  7.05                  4.40               0.037629               0.140963               0.031139               0.055699               0.209462               0.067367               0.246212               0.457472               0.161315               0.302989               0.871691               0.358652               0.019262               0.039127               0.012931               0.018417               0.079087               0.030952
92   15.0  20.0       11          5.65          5.65          5.65          7.40          7.35          7.40          5.65          5.65          5.65          7.25          7.50          7.50          5.65          5.65          5.65          7.25          7.40          7.25                  5.65                  5.65                  5.65                  7.25                  4.75                  5.30                  5.65                  5.65                  5.65                  7.10                  7.35                  5.25                  5.65                  5.65                  5.60                  7.25                  7.25                  7.30               0.046355               0.353451               0.034892               0.024525               0.175904               0.021348               0.239681               1.452332               0.133092               0.150913               0.505505               0.065156               0.016500               0.082409               0.017457               0.014049               0.064490               0.016100
93   15.0  25.0        6          4.90          4.90          4.90          3.85          4.25          3.85          4.75          5.95          4.95          4.40          3.85          4.30          4.75          4.90          4.80          7.40          4.25          4.30                  4.75                  4.75                  4.75                  3.90                  4.30                  5.80                  4.75                  4.75                  4.75                  3.00                  3.85                  5.80                  4.75                  4.75                  3.80                  3.00                  4.25                  7.40               0.034141               0.095261               0.066632               0.027216               0.100771               0.038863               0.334597               0.547583               0.547583               0.162207               0.370975               0.197424               0.047979               0.047979               0.011957               0.011506               0.026013               0.017236
94   20.0 -25.0        8          5.35          5.25          6.60          6.75          6.75          6.75          5.35          5.35          4.45          6.75          6.75          6.75          5.35          5.25          5.80          6.75          6.75          6.80                  3.80                  3.50                  5.30                  7.75                  4.05                  7.45                  4.55                  6.75                  3.80                  3.85                  4.05                  3.50                  6.05                  3.45                  3.50                  7.75                  6.75                  6.75               0.049551               0.093812               0.034577               0.036228               0.129548               0.034011               0.126167               0.315830               0.242896               0.202749               0.419393               0.197725               0.010211               0.063909               0.017584               0.017506               0.018591               0.004767
95   20.0 -20.0       17          6.25          6.40          6.40          5.55          5.55          5.55          6.45          6.40          6.40          4.60          5.65          5.65          4.45          6.25          6.20          4.60          5.55          5.55                  4.45                  6.05                  6.40                  4.60                  5.55                  5.55                  4.45                  6.25                  4.45                  4.60                  5.70                  4.95                  4.45                  4.45                  4.45                  4.60                  4.60                  4.60               0.059577               0.176041               0.013991               0.084230               0.107894               0.007561               0.335185               0.374504               0.054248               0.416975               0.653245               0.127133               0.017101               0.063856               0.021886               0.023077               0.066622               0.018084
96   20.0 -15.0       11          4.75          4.75          4.75          6.25          6.25          6.25          4.70          4.75          4.75          6.25          5.55          5.55          4.75          4.75          4.75          5.95          5.95          5.55                  4.75                  4.75                  4.70                  7.10                  6.15                  5.70                  5.05                  4.75                  4.75                  5.95                  5.55                  6.25                  5.50                  4.75                  4.75                  5.95                  6.25                  5.95               0.029138               0.181186               0.029423               0.026426               0.124791               0.019218               0.188852               0.554694               0.112967               0.128528               0.532229               0.067592               0.021419               0.060164               0.009337               0.030740               0.037453               0.005936
97   20.0 -10.0        4          4.70          4.70          4.70          4.70          5.25          4.70          4.70          4.70          4.70          5.55          3.90          4.70          4.70          4.70          4.70          5.55          3.90          7.50                  4.70                  4.70                  4.70                  3.45                  3.55                  3.45                  4.70                  4.70                  4.70                  3.45                  3.55                  3.45                  4.50                  4.70                  4.70                  3.45                  3.55                  3.45               0.059600               0.174260               0.047554               0.051070               0.092198               0.051070               0.329100               0.931572               0.261443               0.326213               0.460183               0.326213               0.025559               0.049954               0.013979               0.010078               0.023133               0.022937
98   20.0  -5.0        6          6.40          5.70          6.95          6.45          6.45          6.45          4.70          6.40          6.40          6.45          6.45          6.45          4.70          6.40          6.45          6.45          6.45          6.45                  4.70                  6.40                  6.25                  4.70                  4.70                  4.70                  4.70                  6.40                  6.25                  6.30                  4.70                  5.55                  4.70                  4.70                  6.40                  6.30                  6.30                  6.30               0.054668               0.097165               0.053711               0.045637               0.089256               0.042754               0.543282               0.513914               0.277558               0.224654               0.387283               0.171537               0.028154               0.028455               0.049527               0.012118               0.025138               0.031611
99   20.0   5.0        2          6.20          6.20          6.20          6.15          6.15          6.15          6.20          6.20          6.20          6.35          6.35          6.35          4.95          6.20          6.20          6.15          6.35          6.35                  5.95                  5.95                  5.95                  6.15                  6.15                  6.15                  4.95                  4.95                  4.95                  6.15                  6.15                  6.15                  4.95                  4.95                  4.95                  6.15                  6.15                  6.15               0.052478               0.052478               0.052478               0.047982               0.047982               0.047982               0.346197               0.346197               0.346197               0.177439               0.177439               0.177439               0.032734               0.032734               0.032734               0.013035               0.013035               0.013035
100  20.0  10.0        2          5.40          5.40          5.40          4.15          4.15          4.15          5.40          5.40          6.05          4.15          4.15          4.15          6.90          5.40          6.10          4.15          4.15          4.15                  6.90                  6.90                  6.90                  4.15                  4.15                  4.15                  6.05                  6.05                  6.05                  4.15                  4.15                  4.15                  6.90                  6.90                  6.90                  4.15                  4.15                  4.15               0.054593               0.054593               0.054593               0.096013               0.096013               0.096013               0.422901               0.422901               0.422901               0.765852               0.765852               0.765852               0.034557               0.034557               0.034557               0.064708               0.064708               0.064708
101  20.0  15.0        7          6.25          6.25          6.25          5.20          4.10          4.10          5.35          5.35          5.40          5.20          5.50          4.10          5.35          5.35          5.35          5.20          5.20          5.25                  6.25                  6.25                  3.55                  5.20                  4.20                  5.20                  5.35                  5.35                  5.35                  5.20                  5.20                  4.20                  5.35                  5.35                  5.35                  5.20                  5.20                  5.20               0.041062               0.177640               0.041774               0.048257               0.182358               0.052401               0.417284               1.082890               0.257713               0.310517               1.114295               0.280547               0.029253               0.072998               0.014444               0.022856               0.082641               0.018876
102  20.0  20.0        5          3.90          3.90          3.90          4.80          4.65          4.65          5.50          3.90          3.90          4.80          4.80          4.65          5.50          3.90          3.85          6.00          4.80          4.80                  5.50                  3.10                  3.60                  4.80                  4.65                  4.65                  5.50                  4.70                  3.75                  4.80                  6.00                  4.40                  3.75                  5.50                  6.85                  6.00                  4.80                  4.90               0.034699               0.084562               0.053261               0.047643               0.102189               0.046609               0.254172               0.578906               0.381778               0.231209               0.581292               0.229130               0.053867               0.038823               0.011738               0.057537               0.040355               0.013092
103  20.0  25.0        3          5.75          5.95          6.10          3.80          3.80          3.80          5.40          5.75          5.70          3.80          3.80          3.80          5.40          5.75          5.75          3.80          3.80          3.80                  5.75                  5.75                  3.30                  3.50                  3.50                  3.50                  3.35                  5.75                  3.35                  3.50                  3.50                  3.50                  3.35                  3.35                  3.35                  3.70                  3.70                  3.50               0.034952               0.069304               0.032739               0.075538               0.075538               0.075538               0.197578               0.349720               0.183167               0.601887               0.601887               0.601887               0.036200               0.036200               0.019091               0.029738               0.056992               0.051835
104  25.0 -25.0       11          7.20          7.05          7.45          4.15          4.15          4.15          7.20          7.20          6.80          4.75          4.15          4.60          7.20          7.20          7.20          5.45          4.15          6.10                  7.15                  7.15                  7.90                  4.60                  4.60                  4.60                  7.20                  3.25                  8.35                  4.60                  4.60                  4.60                  7.20                  8.35                  7.20                  5.45                  5.45                  5.45               0.044640               0.173484               0.018807               0.028221               0.140600               0.025163               0.165867               0.627075               0.152818               0.217290               0.802594               0.051801               0.033842               0.054350               0.026660               0.024457               0.056377               0.009910
105  25.0 -20.0        4          4.45          5.40          4.90          4.25          4.45          4.60          4.65          4.45          4.35          6.85          6.70          6.40          4.65          4.45          4.35          5.30          4.25          4.25                  3.45                  5.40                  4.65                  5.45                  4.60                  5.45                  4.40                  4.35                  4.40                  6.85                  6.40                  6.85                  4.65                  4.65                  4.40                  7.30                  6.40                  7.30               0.033711               0.073420               0.064487               0.032464               0.058602               0.043795               0.248619               0.394474               0.248619               0.141006               0.317417               0.141006               0.018484               0.024439               0.010925               0.013468               0.016226               0.013468
106  25.0 -15.0        4          4.85          4.85          5.05          3.80          3.80          5.45          4.85          4.85          4.85          3.80          3.80          5.45          4.85          4.85          5.25          3.80          3.80          3.80                  5.25                  4.85                  5.25                  3.80                  4.85                  3.80                  4.50                  4.85                  4.50                  3.30                  4.85                  3.30                  5.25                  4.85                  5.25                  3.80                  3.80                  3.80               0.054365               0.120750               0.054365               0.045285               0.073279               0.045285               0.376687               0.712762               0.376687               0.301854               0.397847               0.301854               0.028328               0.047262               0.028328               0.040009               0.029259               0.040009
107  25.0  15.0        2          4.80          4.80          6.90          4.00          4.55          4.00          4.95          4.80          6.90          4.40          4.80          4.80          4.25          4.80          6.90          4.40          4.40          4.00                  3.40                  3.40                  3.40                  4.40                  4.40                  4.40                  4.95                  4.95                  4.95                  4.40                  4.40                  4.40                  3.40                  3.40                  3.40                  4.40                  4.40                  4.40               0.098446               0.098446               0.098446               0.066654               0.066654               0.066654               0.543920               0.543920               0.543920               0.495463               0.495463               0.495463               0.025363               0.025363               0.025363               0.061947               0.061947               0.061947
108  25.0  25.0        4          6.20          3.95          6.20          5.30          5.30          5.30          5.90          5.90          5.90          5.85          5.30          5.30          5.90          4.05          4.15          4.40          5.30          5.30                  4.80                  4.80                  4.80                  5.85                  5.85                  5.85                  5.90                  5.90                  5.90                  5.85                  5.85                  5.85                  5.90                  5.90                  5.90                  4.40                  4.40                  5.85               0.131204               0.131204               0.131204               0.163038               0.163038               0.163038               0.856367               0.856367               0.856367               1.179645               1.179645               1.179645               0.025568               0.025568               0.011504               0.071555               0.071555               0.030264
